DIA;Usos bicis abono anual ;Usos bicis abono ocasional ;Usos bicis total;Usos abono anual acumulado;Usos abono ocasional acumulado;Usos total acumulado desde inicio
20/12/2018;11020;47;11067;13205557;278956;13484513
21/12/2018;10063;69;10132;13215620;279025;13494645
22/12/2018;6521;63;6584;13222141;279088;13501229
23/12/2018;5046;132;5178;13227187;279220;13506407
24/12/2018;4364;96;4460;13231551;279316;13510867
25/12/2018;2873;152;3025;13234424;279468;13513892
26/12/2018;6496;124;6620;13240920;279592;13520512
27/12/2018;7282;151;7433;13248202;279743;13527945
28/12/2018;7386;256;7642;13255588;279999;13535587
29/12/2018;5584;250;5834;13261172;280249;13541421
30/12/2018;5114;301;5415;13266286;280550;13546836
31/12/2018;4718;283;5001;13271004;280833;13551837
